Id,Start time,Completion time,Email,Name,Interviewer Name,How did you get to this Nonna's today?,"        Just before coming here, where were you?",        Please select the area for your movie/ recreation?,        Please select the area of your shopping?,        Please select your area of work?,        Please select the area your college is located in?,Please select the area you're coming from?,Please specify where in Deccan?,Please specify where in Erandawne?,Please specify where in Kothrud?,Please specify where in Shivajinagar?,Please specify where in Old City?,"After leaving Nonna's today, where are you headed next?",Please select where are you going to?,        Please select the area you're going to for movies/ fun,        Please select the area you're going to for shopping,        Please select the area you're going to for work,        Please select your college area,Please select area in Deccan?,Please select area in Erandawne?,Please select area in Kothrud?,Please select area in Shivajinagar?,Please select area in Old City?,How many people are you here with?,When did you make a decision to eat at Nonna's?,Is it your first time visiting SiNonna's?,How did you discover Nonna's during your first visit?            ,How often do you visit Nonna's in particular?,What was the occasion of your eat out today?,What made you choose Nonna's for eating out?,How many times do you order Nonna's from Swiggy/ Zomato,How did you discover this Nonna's today?,What was the occasion for your visit to Nonna's today?,What brought you to Nonna's today?,How often do you eat out or order food from a restaurant?,How often do you eat out at a Premium/ Fine Dine Restaurant            ,Which of the following best depicts your age?,Gender,Marital Status,Occupation,What vehicle do you or your family own?,Where do you reside currently?,Would you visit Nonna's again in future?
329,6/30/2025 22:24,6/30/2025 22:36,anonymous,,Ks,Own Vehicle,At Home,,,,,Sinhagad road,,,,,,To Home,Sinhagad road,,,,,,,,,,4,1-3 hours ago,First time,,,,,,A friend told me,Hangout with friends,I wanted to try Sourdough Pizza ,2-3 times per month,1 time per month,18-24,Male,Unmarried/ Single,Salaried Professional,We own a car,2BHK,Yes
330,6/30/2025 22:25,6/30/2025 22:38,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Kothrud,,,,,,,,To Home,kothrud,,,,,,,MT College / Anand Nagar,,,5 or more,Planned long back ,I come here often,Word of Mouth/ Recommendation,Once a month,Hangout with Friends,"We love the Sourdough pizzas, tiramisu and Gelato.",Never ordered online,,,,Once a week,2-3 times per month,24-34,Prefer not to say,Married but no kids,Salaried Professional,We own both,3 BHK,Yes
331,6/30/2025 22:36,6/30/2025 22:42,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Kalyani nagar,,,,,,,,To Home,Old City,,,,,,,,,,2,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a month,Date,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times per month,1 time per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own a car,2BHK,Yes
332,6/30/2025 22:42,6/30/2025 22:57,anonymous,,Kd,Own Vehicle,Other Hotel,,,,,,,,,,,To visit Friends/ Relatives,KP,,,,,,,,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,1 time per week,24-34,Male,Unmarried/ Single,Student,We own a car,Villa ,Yes
333,6/30/2025 22:38,6/30/2025 23:07,anonymous,,Kd,Own Vehicle,Watching a movie/ Out for fun,Sambhaji Park,,,,,,,,,,To Home,Camp,,,,,,,,,,2,1-3 hours ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,Once every 2-3 months,24-34,Male,Married but no kids,Salaried Professional,We own both,2BHK,Yes
334,7/1/2025 13:38,7/1/2025 14:22,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Deccan,,,,,,,,To Home,Pradhikaran PCMP,,,,,,,,,,1,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a month,Casual Meal,Pizza with Drinks sounded like a good combo,Never ordered online,,,,1 time per month,1 time per month,24-34,Female,Married but no kids,Entrepreneur/ Business Owner,We own both,3 BHK,Yes
335,7/1/2025 14:22,7/1/2025 14:34,anonymous,,Kd,Own Vehicle,At College,,,,MIT-WPU,,,,,,,To College,,,,,Kothrud ,,,,,,2,0-30 minutes ago,I come here often,Social Media Ad (Instagram/ Facebook),Once a quarter,Hangout with Friends,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,2-3 times per month,24-34,Male,Unmarried/ Single,Student,We own a car,1 BHK,Yes
336,7/1/2025 14:18,7/1/2025 14:35,anonymous,,Kd,Own Vehicle,At Home,,,,,Kalyani nagar,,,,,,To Home,Kalyani nagar,,,,,,,,,,2,1-3 hours ago,First time,,,,,,A friend told me,Family Outing,I wanted to try Sourdough Pizza ,2-3 times a week,2-3 times per month,18-24,Female,Unmarried/ Single,Student,We own a car,2BHK,Yes
337,7/1/2025 14:35,7/1/2025 14:54,anonymous,,Kd,Walking,Came from Work/ Office,,,Shivajinagar,,,,,,,,To Work/ Office,,,,Shivajinagar,,,,,,,3,1-3 hours ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Hangout with Friends,I wanted to try Sourdough Pizza,Once a month,,,,Almost Everyday,1 time per week,35-44,Male,Married with youngest kid (Below 12),Salaried Professional,We own a car,3 BHK,Yes
338,7/1/2025 14:55,7/1/2025 15:03,anonymous,,Kd,Own Vehicle,Watching a movie/ Out for fun,Pavillion Mall,,,,,,,,,,To Home,Mundhwa,,,,,,,,,,2,Planned long back ,First time,,,,,,I was walking by and came in,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,1 time per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,1 BHK,Yes
339,7/1/2025 14:34,7/1/2025 15:03,anonymous,,Kd,Own Vehicle,Visiting Friends/ Relatives,,,,,Airport,,,,,,To visit Friends/ Relatives,kothrud,,,,,,,MT College / Anand Nagar,,,2,0-30 minutes ago,First time,,,,,,Reservation Apps - DineOut/ Zomato Gold,Family Outing,Pizza with Drinks sounded like a good option,Once a week,1 time per month,18-24,Male,Unmarried/ Single,Student,We own both,,Yes
340,7/1/2025 15:03,7/1/2025 15:06,anonymous,,Kd,Own Vehicle,At Home,,,,,Bibwewadi ,,,,,,To watch Movie/ Out for fun,,R Deccan,,,,,,,,,1,0-30 minutes ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Family Outing,I wanted to try Sourdough Pizza ,Once a week,1 time per week,18-24,Male,Unmarried/ Single,Student,We own both,3 BHK,Yes
341,7/1/2025 15:18,7/1/2025 15:20,anonymous,,Kd,Own Vehicle,At Home,,,,,Kothrud,,,MIT College / Anand Nagar,,,To College,,,,,Fergusson / BMCC,,,,,,4,1-3 hours ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Hangout with friends,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times a week,18-24,Male,Unmarried/ Single,Freelancer,None,1 BHK,Yes
342,7/1/2025 15:05,7/1/2025 16:18,anonymous,,Kd,Walking,At College,,,,Fergusson / BMCC,,,,,,,To College,,,,,Fergusson / BMCC,,,,,,3,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a quarter,Family Outing,I wanted to try Sourdough Pizza,Once a month,,,,2-3 times a week,1 time per week,45-54,Male,Married with youngest kid (Below 12),Entrepreneur/ Business Owner,We own a car,3 BHK,Yes
343,7/1/2025 16:21,7/1/2025 16:24,anonymous,,Kd,Walking,Shopping,,FC Road,,,,,,,,,Shopping,,,FC Road,,,,,,,,1,1-3 hours ago,I come here often,Food Blogger/ Influencer,Once a quarter,Casual Meal,I saw a good offer at Nonna's,Once every 6 months,,,,Once a week,1 time per week,Below 18,Female,Unmarried/ Single,Student,None,1 BHK,Yes
344,7/1/2025 16:22,7/1/2025 16:36,anonymous,,Kd,Own Vehicle,Shopping,,FC Road,,,,,,,,,To Home,Hinjewadi ,,,,,,,,,,2,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,Pizza with Drinks sounded like a good combo,2-3 times a month,,,,Once every 2-3 months,1 time per month,24-34,Male,Unmarried/ Single,Entrepreneur/ Business Owner,We own a car,2BHK,Yes
345,7/1/2025 16:36,7/1/2025 17:43,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Shivajinagar,,,,,,,,To Home,Ravet,,,,,,,,,,2,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a quarter,Date,Pizza with Drinks sounded like a good combo,Never ordered online,,,,2-3 times per month,1 time per month,18-24,Female,Unmarried/ Single,Salaried Professional,We own both,3 BHK,Yes
346,7/1/2025 17:44,7/1/2025 19:27,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Kharadi ,,,,,,,,To Home,Erandawne,,,,,,Deenanath Mangeshkar Hospital / Patwardhan Bag,,,,2,Planned long back ,I come here often,Walk-in/ Saw it while passing by,Once a quarter,Date,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,2-3 times per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own both,2BHK,Yes
347,7/1/2025 18:48,7/1/2025 19:29,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Baner,,,,,,,,To Home,Old City,,,,,,,,,,2,Planned yesterday,First time,,,,,,A friend told me,Work meeting/ Business outing,I love the alcohol with Pizza offer at Nonna's,2-3 times a week,1 time per month,24-34,Male,Unmarried/ Single,Entrepreneur/ Business Owner,We own a 2-wheeler,2BHK,Yes
348,7/1/2025 19:29,7/1/2025 20:27,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Model Colony,,,,,,,,To Home,Shivajinagar,,,,,,,,,,1,1-3 hours ago,I come here often,Social Media Ad (Instagram/ Facebook),Once a month,Casual Meal,I wanted to try Sourdough Pizza,Once a quarter,,,,2-3 times per month,Once every 2-3 months,24-34,Male,Married but no kids,Salaried Professional,We own a car,1 BHK,Yes
349,7/1/2025 20:27,7/1/2025 20:55,anonymous,,Kd,Own Vehicle,At Home,,,,,Baner,,,,,,To Home,kothrud,,,,,,,Mayur Colony / Ideal Colony,,,1,0-30 minutes ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,Once a week,1 time per week,24-34,Male,Married but no kids,Salaried Professional,We own a car,3 BHK,Yes
350,7/1/2025 20:54,7/1/2025 20:58,anonymous,,Kd,Own Vehicle,At Home,,,,,Sahakarnagar,,,,,,To Home,Sahakarnagar,,,,,,,,,,4,Planned long back ,I come here often,Word of Mouth/ Recommendation,Once every 6 months,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,1 time per month,1 time per month,24-34,Male,Married but no kids,Salaried Professional,We own a car,3 BHK,Yes
351,7/1/2025 20:55,7/1/2025 20:59,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Kothrud ,,,,,,,,To Home,Shivajinagar,,,,,,,,,,3,Planned long back ,I come here often,Social Media Ad (Instagram/ Facebook),Once every 6 months,Hangout with Friends,Nonna's famous Tiramisu ,Never ordered online,,,,2-3 times per month,1 time per month,18-24,Female,Unmarried/ Single,Salaried Professional,We own both,2BHK,Yes
352,7/1/2025 20:59,7/1/2025 21:10,anonymous,,Kd,Own Vehicle,Shopping,,Prabhat road,,,,,,,,,To Home,Erandawne,,,,,,Law College Road,,,,2,0-30 minutes ago,I come here often,Random,Once a month,Date,I wanted to try Sourdough Pizza,Never ordered online,,,,1 time per month,1 time per month,24-34,Female,Unmarried/ Single,Student,We own both,,No
353,7/1/2025 20:58,7/1/2025 21:13,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Sadashiv peth,,,,,,,,To Home,Sahakarnagar ,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times a week,1 time per month,45-54,Male,Married with youngest kid (Above 12),Entrepreneur/ Business Owner,We own a car,3 BHK,Yes
354,7/1/2025 21:11,7/1/2025 21:19,anonymous,,Kd,Auto/ Cab,Shopping,,Shivaji Nagar,,,,,,,,,To watch Movie/ Out for fun,,Pavillion Mall,,,,,,,,,2,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a month,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times per month,Once every 2-3 months,24-34,Male,Married but no kids,Salaried Professional,We own both,,Yes
355,7/1/2025 21:19,7/1/2025 21:24,anonymous,,Kd,Own Vehicle,Visiting Friends/ Relatives,,,,,Deccan,Prabhat Road / Bhandarkar Road,,,,,To watch Movie/ Out for fun,,Sambhaji Park,,,,,,,,,2,Planned yesterday,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,Once every 2-3 months,24-34,Male,Unmarried/ Single,Salaried Professional,We own both,1 BHK,Yes
356,7/1/2025 21:23,7/1/2025 21:40,anonymous,,Kd,Own Vehicle,At Home,,,,,Shivajinagar,,,,Senapati Bapat Road,Sadashiv Peth,To Home,Shivajinagar,,,,,,,,,,2,Planned long back ,First time,,,,,,A friend told me,Hangout with friends,Pizza with Drinks sounded like a good option,1 time per month,1 time per month,18-24,Female,Unmarried/ Single,Student,,,Yes
357,7/1/2025 21:50,7/1/2025 21:52,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,ICC/ Senapati Bapat Road,,,,,,,,To Home,Shivajinagar,,,,,,,,,,1,0-30 minutes ago,First time,,,,,,Reservation Apps - DineOut/ Zomato Gold,Casual Meal,I wanted to try Sourdough Pizza ,Almost Everyday,1 time per week,24-34,Male,Unmarried/ Single,Salaried Professional,We own both,1 BHK,Yes
358,7/1/2025 21:40,7/1/2025 21:53,anonymous,,Kd,Own Vehicle,Another restaurant,,,,,,,,,,,To Home,Sahakar Nagar,,,,,,,,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once every 6 months,Casual Meal,Love sourdough and another pizza place was closed so came here,Never ordered online,,,,Almost Everyday,1 time per week,24-34,Male,Married but no kids,Entrepreneur/ Business Owner,We own both,.,Yes
359,7/1/2025 21:53,7/1/2025 22:00,anonymous,,Kd,Own Vehicle,Visiting Friends/ Relatives,,,,,Handewadi phase 3,,,,,,To Home,Hinjewadi phase 3,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,24-34,Male,Married with youngest kid (Below 12),Salaried Professional,We own a car,1 BHK,Yes
360,7/1/2025 21:59,7/1/2025 22:02,anonymous,,Kd,Own Vehicle,Shopping,,JM Road,,,,,,,,,To Home,kothrud,,,,,,,Mayur Colony / Ideal Colony,,,3,1-3 hours ago,I come here often,Word of Mouth/ Recommendation,Once a quarter,Hangout with Friends,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times per month,1 time per month,24-34,Female,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,2BHK,Yes
361,7/1/2025 22:03,7/1/2025 22:17,anonymous,,Kd,Walking,Watching a movie/ Out for fun,Pavillion Mall,,,,,,,,,,To Home,Deccan,,,,,Deccan,,,,,3,Planned yesterday,I come here often,Word of Mouth/ Recommendation,Once a week,Casual Meal,I love the alcohol with Pizza offer at Nonna's,Once a month,,,,Once a week,1 time per week,24-34,Male,Unmarried/ Single,Entrepreneur/ Business Owner,We own a car,3 BHK,Yes
362,7/1/2025 22:00,7/1/2025 22:18,anonymous,,Kd,Auto/ Cab,Came from Work/ Office,,,Sinhgad Road ,,,,,,,,To Home,Nanded city,,,,,,,,,,4,1-3 hours ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Hangout with Friends,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times per month,1 time per month,24-34,Male,Married but no kids,Salaried Professional,We own a 2-wheeler,2BHK,Yes
363,7/1/2025 22:46,7/1/2025 22:49,anonymous,,Kd,Own Vehicle,At Home,,,,,Sinhgad Road ,,,,,,To watch Movie/ Out for fun,,Pavillion Mall,,,,,,,,,2,1-3 hours ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times a week,1 time per week,24-34,Male,Married but no kids,Entrepreneur/ Business Owner,We own a car,3 BHK,No
364,7/1/2025 22:46,7/1/2025 22:50,anonymous,,Kd,Own Vehicle,At Home,,,,,Shivajinagar,,,,Senapati Bapat Road,Sadashiv Peth,To Home,Deccan,,,,,Prabhat Road/Bhandarkar Road,,,,,1,0-30 minutes ago,First time,,,,,,I was walking by and came in,Date,I wanted to try Sourdough Pizza ,2-3 times a week,1 time per week,24-34,Male,Married but no kids,Entrepreneur/ Business Owner,We own a car,4 BHK,Yes
365,7/2/2025 13:13,7/2/2025 13:37,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,Shivajinagar,,,,,,,,To Work/ Office,,,,Shivajinagar,,,,,,,2,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,2-3 times per month,24-34,Female,Unmarried/ Single,Salaried Professional,We own both,2BHK,Yes
366,7/2/2025 13:37,7/2/2025 13:47,anonymous,,Ks,Own Vehicle,At Home,,,,,Erandawne,,City Pride / Karishma,,,,To Home,Erandawne,,,,,,City Pride / Karishma,,,,3,Planned yesterday,I come here often,Social Media Ad (Instagram/ Facebook),Once a month,Family Outing,Nonna's famous Tiramisu ,Never ordered online,,,,2-3 times per month,1 time per week,18-24,Male,Unmarried/ Single,Student,We own a car,3 BHK,Yes
367,7/2/2025 13:14,7/2/2025 13:54,anonymous,,Ks,Own Vehicle,At College,,,,Adypu,,,,,,,To Home,Khed,,,,,,,,,,1,0-30 minutes ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,Once a week,2-3 times per month,18-24,Male,Unmarried/ Single,Student,We own both,3 BHK,No
368,7/2/2025 13:54,7/2/2025 14:02,anonymous,,Ks,Auto/ Cab,Came from Work/ Office,,,Model Colony,,,,,,,,To Home,Nibm,,,,,,,,,,1,1-3 hours ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,Nonna's famous Tiramisu,2-3 times per month,2-3 times per month,18-24,Female,Unmarried/ Single,Freelancer,We own both,2BHK,Yes
369,7/2/2025 14:03,7/2/2025 14:08,anonymous,,Ks,Metro/ Train,At College,,,,Fergusson / BMCC,,,,,,,Shopping,,,FC Road,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Casual Meal,Nonna's famous Tiramisu,2-3 times a week,Once every 2-3 months,Below 18,Female,Unmarried/ Single,Student,We own both,2BHK,Yes
370,7/2/2025 14:09,7/2/2025 14:13,anonymous,,Ks,Own Vehicle,At Home,,,,,Kothrud,,,Dahanukar Colony / Kothrud Bus Stand,,,Shopping,,,FC Road,,,,,,,,2,Planned yesterday,I come here often,Word of Mouth/ Recommendation,Once a quarter,Casual Meal,Nonna's famous Tiramisu ,Once a quarter,,,,Once every 2-3 months,1 time per month,18-24,Female,Unmarried/ Single,Student,We own a 2-wheeler,,Yes
371,7/2/2025 14:16,7/2/2025 14:32,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,Model Colony,,,,,,,,To Home,Erandawne,,,,,,Law College Road,,,,1,0-30 minutes ago,First time,,,,,,A friend told me,Date,Pizza with Drinks sounded like a good option,2-3 times a week,1 time per week,24-34,Male,Unmarried/ Single,Salaried Professional,We own both,2BHK,Yes
372,7/2/2025 15:07,7/2/2025 15:13,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,Deccan,,,,,,,,To Home,Deccan,,,,,Prabhat Road/Bhandarkar Road,,,,,2,1-3 hours ago,I come here often,Social Media Ad (Instagram/ Facebook),Once a quarter,Hangout with Friends,Pizza with Drinks sounded like a good combo,Once a week,,,,Once a week,1 time per month,24-34,Female,Married but no kids,Entrepreneur/ Business Owner,We own a car,3 BHK,Yes
373,7/2/2025 14:34,7/2/2025 15:23,anonymous,,Ks,Own Vehicle,Watching a movie/ Out for fun,R Deccan,,,,,,,,,,To Home,Deccan,,,,,,,,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,2-3 times a month,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times per month,1 time per week,35-44,Male,,Entrepreneur/ Business Owner,,,Yes
374,7/2/2025 15:45,7/2/2025 15:48,anonymous,,Ks,Own Vehicle,At College,,,,Fergusson / BMCC,,,,,,,To Home,kothrud,,,,,,,,,,1,Planned long back ,First time,,,,,,A friend told me,Wanted to try authentic pizza,I wanted to try Sourdough Pizza ,Once a week,Once every 2-3 months,18-24,Female,Unmarried/ Single,Student,We own both,1 BHK,Yes
375,7/2/2025 16:09,7/2/2025 16:11,anonymous,,Ks,Own Vehicle,At Home,,,,,Erandawne,,City Pride / Karishma,,,,To Home,Erandawne,,,,,,City Pride / Karishma,,,,2,1-3 hours ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,I wanted to try Sourdough Pizza ,Almost Everyday,Once every 2-3 months,24-34,Male,Unmarried/ Single,Student,We own both,8bhk,Yes
376,7/2/2025 15:22,7/2/2025 16:12,anonymous,,Ks,Own Vehicle,At Home,,,,,Old City,,,,,Navi Peth,To Home,Old City,,,,,,,,,,1,Planned long back ,First time,,,,,,Social Media Ad (Instagram/ Facebook),Date,Nonna's famous Tiramisu,Once a week,1 time per month,18-24,Female,Unmarried/ Single,Student,We own a car,1 BHK,Yes
377,7/2/2025 16:14,7/2/2025 18:16,anonymous,,Ks,Own Vehicle,At Home,,,,,Sinhgad Road ,,,,,,To Home,Old City,,,,,,,,,,2,Planned yesterday,First time,,,,,,Social Media Ad (Instagram/ Facebook),Hangout with friends,I wanted to try Sourdough Pizza ,Once a week,Once every 2-3 months,18-24,Female,Unmarried/ Single,Student,We own both,2BHK,Yes
378,7/2/2025 16:23,7/2/2025 18:24,anonymous,,Ks,Walking,Came from Work/ Office,,,Shivajinagar,,,,,,,,To Home,Fc road,,,,,,,,,,3,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,I wanted to try Sourdough Pizza,Once every 6 months,,,,Once a week,1 time per week,18-24,Female,Unmarried/ Single,Salaried Professional,We own a car,3 BHK,Yes
379,7/2/2025 18:29,7/2/2025 18:33,anonymous,,Ks,Auto/ Cab,Shopping,,Pavillion Mall,,,,,,,,,To Home,kothrud,,,,,,,Mayur Colony / Ideal Colony,,,2,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a month,Date,Nonna's famous Tiramisu ,Once a month,,,,2-3 times a week,1 time per month,18-24,Female,Unmarried/ Single,Salaried Professional,We own both,3 BHK,Yes
380,7/2/2025 18:43,7/2/2025 19:28,anonymous,,Ks,Auto/ Cab,Came from Work/ Office,,,Shivajinagar,,,,,,,,To Home,Deccan,,,,,Apte Road / JM Road,,,,,1,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a quarter,Date,Skillet cookie with Gelato ,Never ordered online,,,,2-3 times per month,2-3 times per month,18-24,Female,Unmarried/ Single,Student,None,2BHK,Yes
381,7/2/2025 19:35,7/2/2025 19:43,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,Model Colony,,,,,,,,To Home,Shivajinagar,,,,,,,,,,2,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times per month,1 time per week,24-34,Male,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,2BHK,Yes
382,7/2/2025 19:43,7/2/2025 19:46,anonymous,,Ks,Own Vehicle,At Home,,,,,Kothrud,,,MIT College / Anand Nagar,,,To Home,kothrud,,,,,,,MT College / Anand Nagar,,,2,0-30 minutes ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,18-24,Male,Unmarried/ Single,Student,We own a 2-wheeler,3 BHK,Yes
383,7/2/2025 20:14,7/2/2025 20:17,anonymous,,Ks,Auto/ Cab,Shopping,,FC Road,,,,,,,,,To Home,Wagholi,,,,,,,,,,2,Planned long back ,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,I wanted to try Sourdough Pizza ,Once a week,1 time per month,24-34,Male,Unmarried/ Single,Salaried Professional,None,2BHK,Yes
